"Data Source","World Development Indicators",

"Last Updated Date","2019-01-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Maldives","MDV","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.79186","5.32407","4.6616","5.01684","4.64524","4.41788","4.47029","5.77493","4.11747","3.5066","3.76038","3.80012","3.47046","4.47869","4.25199","","",
"Middle East & North Africa","MEA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","5.2951","","","","5.33006","","","","","","","","","","4.67157","","","","","6.20183","","","5.37148","","4.28999","","4.466135","","","","","","","","","","",
"Mexico","MEX","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.26588","2.31209","2.53738","3.00129","","3.64709","3.69256","","","3.36529","3.53536","3.99244","4.24104","4.45496","5.07258","4.72671","4.84569","4.69992","4.69051","4.82007","5.18794","5.15922","5.10565","5.1031","4.69605","5.26134","5.23946","","","",
"Marshall Islands","MHL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.53904","","","8.66987","12.23999","","","","","","","","","","","","","","","",
"Middle income","MIC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.10235","3.759465","3.70868","3.623135","3.96799","3.54787","3.9668","3.89332","3.654715","4.03014","4.41246","4.49583","4.018045","4.126405","4.12402","4.474295","","","","",
"Macedonia, FYR","MKD","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.97911","4.87073","4.76097","4.49269","4.52623","","","","","","3.30015","","","","","","","","","","","","","","","","",
"Mali","MLI","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","3.55959","","3.47066","3.44794","3.27885","","","","2.43537","","","","","","","","","","","","2.64959","2.23184","2.97156","2.65845","2.89623","3.8056","3.85922","3.52218","","","3.42028","3.87281","3.34389","3.75423","3.47949","3.2828","3.63741","3.80136","","","",
"Malta","MLT","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","6.15197","5.54999","5.2697","4.4931","4.42221","3.83189","3.89761","3.34883","3.15364","","2.86533","2.85408","3.31469","3.07872","3.24834","3.10572","3.16532","3.33824","3.58874","3.83142","3.9203","4.3141","","","","","","4.27743","","","","3.94924","","4.46076","","","5.98135","5.57061","5.17037","6.45489","7.79155","6.51956","7.87982","7.23914","5.26747","","","",
"Myanmar","MMR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","2.8651","3.27381","","1.98739","1.72619","1.63782","1.64366","","","","","","","","","","","","","","","","","1.20248","","","","","","","","","","","","","","","","0.78744","","","","","","2.1657","",
"Middle East & North Africa (excluding high income)","MNA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","4.840195","","5.5531","","","","","","","4.312865","","","","","","","4.18531","","","","","","","","","","","","4.466135","","","","","","","","","","",
"Montenegro","MNE","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.94897","5.49302","5.14566","5.55037","","7.21078","","4.32573","","","4.69013","","5.14485","4.6451","4.60903","5.19521","4.94077","4.71485","4.17699","5.18212","4.06642","",
"Northern Mariana Islands","MNP","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.05194","3.13107","","","","","3.71592","4.43013","4.27427","","","","","","6.07551","6.48009","","","","","",
"Mauritania","MRT","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.34373","","2.43289","","2.8395","3.05538","3.10349","2.51687","","2.52458","","3.55225","","3.60428","3.05215","2.7758","2.93739","","","2.63107","","",
"Mauritius","MUS","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","4.42232","5.54268","","","5.03284","4.58452","4.4351","4.06972","3.94651","3.469","3.04457","3.11835","3.50096","3.15708","3.50989","","","","","","","","3.93976","3.81526","3.16975","3.11292","4.48438","4.472","4.20155","3.81811","3.1854","3.06307","3.04731","3.55147","3.33207","3.4182","3.61579","4.91695","4.88667","5.0136","5.02313","",
"Malawi","MWI","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","4.40479","3.3834","3.33149","3.08709","2.70379","2.42231","","","","","","","","","","3.19867","3.52508","3.17144","3.17635","3.27054","","","","","4.00885","5.38126","","","4.99491","5.24797","4.50898","","3.21566","","","","","","","3.5398","4.15262","","5.41617","4.83984","5.60866","4.74857","4.03133","",
"Malaysia","MYS","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","4.55094","","","","","","","","5.08761","5.72619","6.69697","7.03278","","5.6663","6.11111","7.24336","6.326","","","","","5.11146","4.65466","4.70531","4.34257","4.91387","4.62038","","5.68675","5.97161","7.48447","7.65795","7.50288","5.92388","","4.48577","4.37254","3.95853","5.97418","4.96645","5.76294","5.73903","5.4812","5.21264","4.97613","4.82754","","",
"North America","NAC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","7.71019","7.61541","7.0375","6.68963","6.44295","6.72099","6.73353","7.09767","6.71475","6.48467","6.43061","6.51914","6.88043","6.64404","6.21287","6.04419","6.32446","6.17615","6.09832","5.99199","6.8843","6.77094","7.70426","6.68002","6.32445","","","5.51196","5.54994","5.44201","4.96958","5.01073","","","4.78215","","4.78036","4.63826","4.85264","5.39497","5.24917","5.19486","4.94379","4.98948","","","","",
"Namibia","NAM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.21755","6.99139","6.91282","6.76239","6.11511","","","6.03782","","6.48398","","8.34961","","","","3.10315","","","","",
"New Caledonia","NCL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","1.05227","","","","","","","","","","","","","","","","","","","2.93707","3.25806","3.23893","2.8389","2.80862","2.85215","2.59498","","","3.22863","3.18947","2.86725","3.06366","2.40162","","","3.33406","4.02097","3.66293","4.52603","3.73339","4.20718","4.32767","4.91844","6.72771","5.98939","4.81238","4.45175","",
"Nigeria","NGA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","3.21017","3.06369","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","2.03859","2.49203","","","","","","","","2.82278","3.26241","","3.79268","","5.9789","","","5.35175","","","","","2.98497","","","","","","2.22585","2.92365","3.0016","","2.39101","2.42201","","","","","","","4.48423","","","","4.08329","4.12553","4.11264","4.34879","",
"Netherlands","NLD","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","6.30158","6.41001","6.40018","5.91848","6.4178","6.45403","6.39389","6.26243","6.26437","6.16907","5.96898","5.8237","5.76863","5.5719","5.15591","5.54363","5.63344","5.97417","5.54219","","5.29638","5.22838","","4.8181","4.72353","4.63807","4.54244","","4.59865","4.55721","4.6255","4.75077","4.87039","5.10149","5.11464","5.15879","5.09047","4.93376","5.09227","5.49579","5.5558","5.52617","5.47565","5.59188","5.52931","5.39942","","","",
"Norway","NOR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","5.90406","5.89172","5.67366","5.55022","6.1636","5.97281","6.44435","","5.78015","5.54364","5.67885","5.6463","5.42937","5.25567","5.53983","5.78807","5.86597","6.29986","6.31038","6.37322","6.63614","7.67664","7.83043","7.69579","7.13815","7.30354","7.36069","6.96642","6.46468","6.82941","7.44132","7.4198","7.30252","6.86868","6.38566","6.53203","6.28108","7.09544","6.74046","6.44743","7.36425","7.47476","7.68074","7.55247","","","",
"Nepal","NPL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.89288","2.89331","2.97515","3.70838","3.15283","3.11435","3.17194","3.36464","3.60536","3.51721","3.80517","4.66376","3.63172","3.84262","3.76117","3.47465","3.99302","3.70359","4.44099","5.09562","",
"Nauru","NRU","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.16107","","","","","4.91103","","","","","","","","","","","",
"New Zealand","NZL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","4.63087","4.66567","5.12043","5.3988","4.44585","4.51217","4.50027","4.24994","4.48644","4.49907","","4.00172","3.50777","3.43031","3.92105","4.39509","4.79094","","","","","5.9433","5.74219","6.38372","6.15728","","6.63615","","6.56055","6.40699","6.43753","6.51203","6.279","5.95283","5.91594","5.50635","6.28117","7.00241","6.93655","7.15268","6.70208","6.34647","6.33634","6.30374","","",
"OECD members","OED","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","4.89441","4.915755","5.06942","4.98935","5.1887","","","","4.767205","4.62344","4.60797","4.70739","4.52294","4.79385","4.73539","4.966265","4.78718","4.80209","5.06512","","4.53106","4.579165","4.820155","4.964695","5.17097","5.10851","5.0423","4.97698","4.90802","4.746305","4.95673","5.49579","5.41145","5.12027","5.09973","5.23801","5.21751","5.23946","","","",
"Oman","OMN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","3.79283","3.65626","3.38989","2.97824","2.83892","2.98794","3.12258","3.50822","3.44449","3.41326","3.18452","3.3568","4.11234","4.00595","3.20024","4.02031","4.32507","3.89697","4.02838","3.51722","3.85934","","","4.18775","","","","4.96038","","","6.10957","6.67393","",
"Other small states","OSS","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","4.64155","4.52651","4.86656","4.23424","","","","","","","","","5.55227","5.55166","5.65072","","","6.15111","","","","","","","","","","","5.16856","5.34021","5.03736","4.954775","5.5557","5.15671","6.196","6.13271","","4.87253","4.68365","4.34788","3.92511","3.2158","3.02972","3.448555","","","","",
"Pakistan","PAK","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","1.65429","1.57826","1.85125","1.89806","2.00856","2.21635","2.12237","2.20418","2.19701","2.12883","1.96952","2.01367","1.99577","2.06985","2.43543","2.67813","2.97746","","2.36382","2.51681","2.56676","2.5594","2.39868","2.606","2.81679","2.81057","3.0223","","2.61149","1.83782","","","","1.94841","2.25436","2.62638","2.63527","2.74623","2.59078","2.28687","2.22175","2.13628","2.49344","2.46593","2.65002","2.4918","2.76048","",
"Panama","PAN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","4.04328","3.35392","3.98282","3.48575","3.8198","4.15451","4.31273","4.28096","3.60598","3.64255","3.53567","3.4318","3.41851","3.55091","3.46871","3.52146","3.34574","3.87012","","","","","","","3.47054","3.94781","4.09432","3.84711","","4.56723","4.75969","4.10588","4.19164","4.1687","3.57866","","","","3.50229","","","3.15901","","","","","","","",
"Peru","PER","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","3.39172","","","","","","","","","","","","","","","","","","","","","","","3.1188","","3.27818","3.44134","3.22803","3.03712","2.82057","2.9378","2.95787","2.83903","2.65281","2.6294","2.86775","3.13994","2.8673","2.6635","2.92276","3.2966","3.69064","3.9668","3.81827","3.92396","",
"Philippines","PHL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","1.71773","","2.07493","1.68607","","","1.72621","","","","","","","","","3.04226","3.36287","3.51716","3.81449","","3.26766","3.02662","2.99708","3.0447","2.56797","2.42629","2.53381","2.59534","2.69298","2.65295","","","","","","","","","",
"Palau","PLW","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.10258999999999","7.77989","7.57894","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","5.24716","","","","","7.38971","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.89145","4.18793","4.18276","","4.335","6.26718","","4.95044","4.60029","4.99362","5.32975","5.39797","5.33218","5.35574","5.42609","5.20573","4.86834","5.04044","4.9891","5.06843","4.82012","4.81181","4.94011","4.91107","4.81454","","","",
"Pre-demographic dividend","PRE","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15144","2.7677","3.23235","3.05538","","3.206635","3.4069","","","3.42028","","3.5398","3.245","3.175765","2.93739","3.63741","4.16607","4.00177","","",
"Puerto Rico","PRI","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","7.25052","7.21458","6.47993","7.2869","6.22974","7.14049","6.38757","6.68103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.48108","6.07266","","","","",
"Korea, Dem. People’s Rep.","PRK","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","1.63375","1.93517","3.06216","3.07843","","2.90019","2.69904","3.06713","3.18544","3.32877","3.23249","3.14223","3.26217","3.04895","3.15767","3.38719","3.4749","3.56937","4.07093","4.33704","4.84047","4.67084","4.61286","5.06512","","","5.04535","5.16177","5.33506","5.25588","5.27827","5.0423","5.07076","4.90802","4.92191","4.70213","5.56214","5.40289","5.12129","4.9464","5.27787","5.12325","4.88294","","","",
"Paraguay","PRY","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","2.2811","2.47197","","","","","","","","","","","","","","1.54465","","","","","1.06207","","","","","","","","4.30809","4.45497","4.57071","4.25042","3.87704","3.94925","3.43809","","","3.54604","","","3.76766","4.96643","4.96304","","","","4.52037","","",
"West Bank and Gaza","PSE","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.72547","5.7027","5.13268","5.3025","","5.14136","5.71773","5.25234","",
"Pacific island small states","PSS","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","5.0295","4.85082","","","","5.038845","4.82994","5.04606","","","","","4.62344","4.54472","","","5.1658","","5.252","5.0553","4.84373","4.84372","","4.46347","4.96779","4.85891","4.92448","5.09085","5.19339","5.16916","5.114775","5.02086","4.92191","4.851265","5.11197","5.38641","5.12027","5.03337","5.139245","5.219905","5.28723","","","",
"French Polynesia","PYF","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","3.00028","2.69144","2.86783","","","1.74697","1.97006","2.77697","","","","","","","","","","","","","","","","","","","","3.57767","4.3453","3.72598","3.20019","3.84656","3.37394","3.46259","3.97188","","","4.22755","3.41315","4.53966","4.01224","3.50744","4.07384","3.60535","","","2.85227","",
"Romania","ROU","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.21978","","","","2.85443","3.24046","3.4959","3.42195","3.25867","3.45668","","4.11774","","4.03672","3.48629","3.04409","2.94604","","3.12851","3.10645","","","",
"Russian Federation","RUS","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.93981","3.10602","3.83902","3.67854","3.54787","3.77193","3.86626","","4.10175","","","","3.78973","","","3.82025","","","",
"Rwanda","RWA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","2.15021","2.23247","2.44128","2.66633","4.39297","","","","","","3.50578","3.33534","3.74663","","","","","","","","","","4.57849","4.09511","5.66607","","","","","","4.24104","3.73257","","4.88575","4.65048","4.63765","4.94894","4.30547","3.75146","3.53979","3.2057","",
"South Asia","SAS","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","1.85125","","2.00856","","","","1.96841","1.98488","1.939345","1.871825","1.99577","2.06985","2.43543","2.67813","2.64433","","","2.41093","2.56676","","","","","","3.0223","3.05142","2.7524","2.550115","","","3.11435","2.560175","3.23187","2.906915","2.63527","2.74623","2.59078","3.42347","2.8298","2.349955","2.963905","3.069915","2.94602","3.47508","3.36707","",
"Saudi Arabia","SAU","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","3.89025","4.14255","5.97797","6.10957","","6.25535","","","","","5.77946","5.14463","5.99929","6.34382","5.69247","4.94375","4.37708","8.28131","7.07227","5.90982","7.71887","7.63689","7.10509","6.27747","5.43092","5.89117","","5.13781","","","","","","","","","","",
"Sudan","SDN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.01218","","1.42644","","1.6299","1.56307","1.96302","","2.20143","2.21868","","","","","","","","","",
"Senegal","SEN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2003","3.15144","3.15748","3.29467","3.39194","3.50941","3.85473","5.13696","4.7723","","5.04807","6.19293","6.50137","6.06839","5.93447","7.24421","7.4014","7.10718","6.62561","6.1956","",
"Singapore","SGP","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","3.1115","2.86984","2.49023","2.39011","2.44172","2.69253","2.45105","2.29136","2.24966","2.5603","2.58428","3.26855","3.94905","","","","","3.65584","","","","","","","","","","","","3.32136","3.55138","3.90063","4.00778","3.67701","3.21966","2.86787","2.96336","2.77936","3.03184","3.10836","3.07419","3.10851","2.89769","","","","","",
"Solomon Islands","SLB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","3.4","","","","","","","","","","","","","","","","","","","","2.75382","","","","","","","2.24871","","","","","","","","","9.87994999999999","8.79998999999999","8.97326","9.86063","","","","","","","","",
"Sierra Leone","SLE","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.94937","3.43272","3.54528","3.26061","3.10713","2.79698","","2.55851","2.41317","2.77814","2.58864","2.6689","2.87204","2.37981","2.66292","","3.06023","4.63672","",
"El Salvador","SLV","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","0.90451","","","","","","","","","","","","","","","","","","","","","","","2.54725","2.56261","2.83868","","3.24284","3.13467","","3.17785","3.49298","3.60985","4.45811","4.6595","4.04808","3.89854","3.71244","3.80384","3.82545","3.95582","3.86991","","",
"San Marino","SMR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","2.73792","2.79701","","2.08564","","","","","","2.17574","2.37778","2.66322","2.58936","2.44976","2.28959","2.28578","","","","","","","","","","","","","","2.3098","2.38292","","","","","","","",
"Somalia","SOM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","1.18469","1.27728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.51091","4.70663","4.75188","4.58655","4.49298","4.42658","","4.18025","4.04069","3.86178","","",
"Sub-Saharan Africa (excluding high income)","SSA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.41745","3.173475","3.43272","3.20832","","3.62152","3.63169","3.740925","","3.60759","4.079705","3.836175","3.92511","4.10118","4.05717","4.3133","4.56147","","","",
"South Sudan","SSD","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.831","","1.08494","1.52004","1.35516","1.49687","0.98115","",
"Sub-Saharan Africa","SSF","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.41745","3.173475","3.43272","3.20832","","3.62152","3.63169","3.740925","","3.60759","4.079705","3.836175","3.92511","4.10118","4.05717","4.3133","4.56147","","","",
"Small states","SST","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","4.249","4.241605","","","","","","","","","5.659435","5.712785","5.65072","","","5.045985","4.691925","4.216645","","","","","3.55855","","","","5.09095","4.98347","5.03736","4.90805","4.889505","4.91181","5.52043","","","5.51751","5.95415","4.53966","3.968675","3.4182","3.322755","3.60535","","","","",
"Sao Tome and Principe","STP","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.90139","3.46924","3.54727","5.29512","4.57392","6.48377","5.55449","10.6779","9.65147","","6.33951","5.93969","3.74883","3.89812","5.07533","","",
"Suriname","SUR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.37924","4.46812","3.72795","4.31547","4.13969","4.12916","","4.11247","3.87199","3.94199","4.25106","4.21721","4.10813","3.76522","3.71354","3.52932","3.52674","4.01094","4.11588","3.96231","3.90921","4.08666","4.23068","4.64978","","","",
"Slovenia","SVN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.92384","","","","","","5.75709","5.65512","5.69128","5.63518","5.58241","5.57559","5.10509","5.10609","5.56859","5.56251","5.56563","5.64783","5.43782","5.29444","4.91156","","","",
"Sweden","SWE","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","6.46351","6.63053","6.87818","","","","","","","","","5.28673","5.52166","5.3337","5.58579","","6.2239","6.92501","","7.16734","6.93026","6.81885","6.68601","7.00104","6.85764","6.72268","6.55951","6.41067","6.21507","6.39073","6.85779","6.62199","6.49112","7.65619","7.71774","7.68125","7.55132","","","",
"Eswatini","SWZ","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","3.71435","3.9443","5.79652","6.36428","5.2972","6.58383","6.75364","","","","","5.8022","5.51156","5.66129","5.48457","","","","5.14029","5.65314","4.93816","","","5.09095","5.50848","4.83824","4.44087","5.81677","5.40161","6.48462","6.55476","","6.61812","6.47135","6.11837","6.86433","","","7.12767","","","","",
"Sint Maarten (Dutch part)","SXM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","4.18848","4.06639","4.24694","","4.28333","4.34502","4.74596","","","","","","","","12.02893","10.23305","9.7136","","8.29189","8.22952","","","","","9.02171","7.70369","7.77922","","5.99207","5.261","","","5.19333","5.37493","","","4.77012","","","","","3.60644","2.61393","3.60813","4.08368","","4.41832","","",
"Syrian Arab Republic","SYR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","4.57553","5.38392","5.89761","","6.13389","6.07005","5.62294","4.56184","3.61586","4.03414","","","","","","","3.69905","","","","","4.58227","5.24003","6.48084","5.37148","","5.27965","4.86471","4.59525","5.13014","","","","","","","","","",
"Turks and Caicos Islands","TCA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","3.16391","","","","","","","","","","","","","","","","","3.39114","4.64714","4.71883","4.84301","5.06914","4.72878","","2.541","","","","","","","","","","3.26528","","","",
"Chad","TCD","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.27335","1.64903","3.22786","2.64671","2.42614","","","1.59295","1.69477","","","","2.31174","1.98194","2.2579","2.20615","2.85071","","","","","",
